Price,Sales,Region,Product_Category,Discount,Discount_Flag,Price_Elasticity,Sales_Change_Pct,Year_Sold,Garage_Cars,Condition_1,Overall_Qual
90000.0,17,Sawyer,apartment,Normal|WD,0,-0.3333333333333333,,2006,2,Norm,4
159000.0,11,SawyerW,house,Normal|WD,0,-0.1161756531406336,-0.1384615384615384,2008,2,RRAe,5
139000.0,45,NAmes,house,Abnorml|COD,1,-0.0071428571428571,-0.0430292598967297,2009,1,Norm,5
325300.0,17,NridgHt,house,Partial|New,1,0.0326984126984127,,2006,3,Norm,8
139400.0,12,IDOTRR,house,Normal|WD,0,0.3533980582524272,0.0957746478873239,2007,1,Norm,7
230000.0,36,CollgCr,house,Normal|WD,0,0.1663286004056795,-0.0574017527366355,2008,2,Norm,8
129900.0,4,MeadowV,house,Normal|WD,0,0.4761363636363636,-0.1559055118110236,2007,2,Norm,5
154000.0,16,Sawyer,house,Normal|WD,0,0.1407407407407407,-0.0437956204379562,2010,1,Norm,5
256300.0,22,NridgHt,house,Normal|WD,0,-0.1863492063492063,-0.2375246047024723,2009,3,Norm,8
134800.0,33,NAmes,house,Normal|WD,0,-0.0371428571428571,0.0719424460431654,2010,2,Norm,5
306000.0,8,NridgHt,house,Normal|WD,0,-0.0285714285714285,-0.0602836879432624,2010,3,Norm,8
207500.0,44,NAmes,house,Normal|WD,0,0.4821428571428571,,2006,1,Norm,5
68500.0,14,BrkSide,studio,Normal|WD,0,-0.4489139179404666,-0.0834879406307977,2008,1,Feedr,4
40000.0,7,IDOTRR,house,Normal|WD,0,-0.6116504854368932,-0.2330762639245929,2008,1,Feedr,4
149350.0,13,Sawyer,house,Normal|WD,0,0.1062962962962962,0.0387596899224806,2008,1,Norm,5
179900.0,36,CollgCr,house,Normal|WD,0,-0.0877281947261663,-0.0574017527366355,2008,2,Norm,8
165500.0,33,NAmes,house,Normal|WD,0,0.1821428571428571,0.0719424460431654,2010,2,Norm,5
277500.0,18,NridgHt,house,Normal|WD,0,-0.119047619047619,0.0079365079365079,2007,2,Norm,9
309000.0,17,NridgHt,house,Normal|WD,0,-0.019047619047619,,2006,3,Norm,8
145000.0,39,CollgCr,house,Normal|WD,0,-0.2647058823529412,0.0105263157894736,2009,2,Norm,5
153000.0,45,NAmes,house,Normal|WD,0,0.0928571428571428,-0.0430292598967297,2009,2,Norm,5
109000.0,33,NAmes,house,Abnorml|WD,1,-0.2214285714285714,0.0719424460431654,2010,1,Norm,5
82000.0,26,Edwards,apartment,AdjLand|WD,1,-0.3264887063655031,0.10625,2008,0,Norm,4
160000.0,44,NAmes,house,Abnorml|WD,1,0.1428571428571428,,2006,2,Norm,6
170000.0,11,Timber,house,Normal|WD,0,-0.2559360980413612,-0.044,2007,1,Norm,5
144000.0,12,SawyerW,house,Normal|WD,0,-0.1995553085047248,0.2458820005989817,2007,2,Norm,5
130250.0,36,CollgCr,house,Normal|WD,0,-0.3395030425963489,-0.0574017527366355,2008,1,Norm,5
141000.0,44,NAmes,house,Normal|WD,0,0.0071428571428571,,2006,1,Norm,5
319900.0,8,NridgHt,house,Normal|WD,0,0.0155555555555555,-0.0602836879432624,2010,2,Norm,9
239686.0,13,Mitchel,house,Abnorml|WD,1,0.5614723127035831,-0.0030211480362537,2009,2,Norm,7
249700.0,24,Somerst,house,Normal|WD,0,0.1073170731707317,0.2154308617234469,2007,3,Norm,8
113000.0,24,OldTown,house,Partial|New,1,-0.0504201680672268,-0.1525096525096525,2009,0,Norm,4
127000.0,17,Sawyer,house,Normal|WD,0,-0.0592592592592592,-0.1456953642384106,2007,1,Norm,5
177000.0,19,Gilbert,house,Normal|WD,0,-0.0220994475138121,-0.0413633894622487,2007,2,Norm,6
114500.0,15,BrkSide,house,Normal|WD,0,-0.078841512469831,,2006,2,Norm,6
110000.0,6,IDOTRR,apartment,Normal|WD,0,0.0679611650485436,0.0069176470588235,2010,2,RRNn,5
385000.0,3,Veenker,house,Normal|WD,0,0.7660550458715596,,2006,3,Norm,9
130000.0,53,NAmes,house,Normal|WD,0,-0.0714285714285714,0.016453382084095,2007,2,Norm,5
180500.0,50,NAmes,house,Normal|WD,0,0.2892857142857143,0.0449640287769784,2008,2,Norm,6
172500.0,18,Somerst,house,Abnorml|WD,1,-0.2350332594235033,0.068709010079669,2009,2,Norm,8
196500.0,32,CollgCr,house,Normal|WD,0,-0.0035496957403651,,2006,2,Norm,7
438780.0,6,StoneBr,house,Partial|New,1,0.5783453237410072,,2006,3,Norm,10
124900.0,36,CollgCr,house,Normal|WD,0,-0.3666328600405679,-0.0574017527366355,2008,1,Norm,5
158000.0,8,SawyerW,house,Partial|New,1,-0.1217342968315731,,2006,2,RRAe,6
101000.0,12,IDOTRR,house,Normal|WD,0,-0.0194174757281553,0.0957746478873239,2007,1,Norm,5
202500.0,18,NridgHt,house,Normal|WD,0,-0.3571428571428571,0.0079365079365079,2007,2,Norm,8
140000.0,14,OldTown,house,Normal|WD,0,0.1764705882352941,0.1298405466970387,2010,2,RRAn,7
219500.0,39,CollgCr,house,Normal|WD,0,0.1130831643002028,0.0105263157894736,2009,2,Norm,7
317000.0,18,NridgHt,house,Normal|WD,0,0.0063492063492063,0.0079365079365079,2007,3,Norm,8
180000.0,33,NAmes,house,Normal|WD,0,0.2857142857142857,0.0719424460431654,2010,2,PosA,7
226000.0,30,CollgCr,house,Normal|WD,0,0.1460446247464503,0.0078525,2007,2,Norm,7
80000.0,14,OldTown,house,Normal|WD,0,-0.3277310924369748,0.1298405466970387,2010,1,Artery,4
225000.0,6,ClearCr,house,Normal|WD,0,0.1235955056179775,,2006,2,Norm,7
244000.0,53,NAmes,house,Normal|WD,0,0.7428571428571429,0.016453382084095,2007,2,Norm,7
129500.0,11,Mitchel,house,Normal|WD,0,-0.1563517915309446,-0.1270358306188925,2007,2,Norm,4
185000.0,20,Gilbert,house,Normal|WD,0,0.0220994475138121,-0.0251001335113484,2009,2,Norm,7
144900.0,33,NAmes,house,Normal|WD,0,0.035,0.0719424460431654,2010,2,Norm,5
107400.0,14,OldTown,house,Normal|WD,0,-0.0974789915966386,0.1298405466970387,2010,1,Norm,3
91000.0,5,MeadowV,house,Normal|WD,0,0.034090909090909,-0.1020408163265306,2009,1,Norm,4
135750.0,50,NAmes,house,Normal|WD,0,-0.0303571428571428,0.0449640287769784,2008,1,Norm,4
127000.0,14,BrkSide,house,Normal|WD,0,0.0217216411906677,-0.0834879406307977,2008,1,Norm,5
136500.0,16,Sawyer,apartment,Normal|WD,0,0.0111111111111111,-0.0437956204379562,2010,0,Norm,4
110000.0,24,OldTown,house,Normal|WD,0,-0.0756302521008403,-0.1525096525096525,2009,2,Norm,5
193500.0,45,NAmes,house,Normal|WD,0,0.3821428571428571,-0.0430292598967297,2009,1,Norm,6
153500.0,11,Mitchel,house,Normal|WD,0,0.0,,2006,2,Norm,6
245000.0,20,Somerst,house,Normal|WD,0,0.0864745011086474,-0.0010882110469909,2008,3,Norm,8
126500.0,53,NAmes,house,Normal|COD,1,-0.0964285714285714,0.016453382084095,2007,2,Norm,5
168500.0,20,Gilbert,house,Normal|WD,0,-0.0690607734806629,-0.0251001335113484,2009,2,Norm,7
260000.0,9,NoRidge,house,Normal|WD,0,-0.1376451077943615,,2006,2,Norm,8
174000.0,20,Gilbert,house,Normal|WD,0,-0.0386740331491712,-0.0251001335113484,2009,2,Norm,6
164500.0,18,Somerst,house,Partial|New,1,-0.270509977827051,0.068709010079669,2009,2,Norm,6
85000.0,5,IDOTRR,house,Abnorml|ConLD,1,-0.174757281553398,-0.0502793296089385,2009,0,Feedr,3
123600.0,30,CollgCr,house,Normal|WD,0,-0.3732251521298174,0.0078525,2007,0,Norm,4
109900.0,44,NAmes,house,Normal|WD,0,-0.215,,2006,2,Norm,4
98600.0,44,NAmes,house,Abnorml|WD,1,-0.2957142857142857,,2006,2,Norm,5
163500.0,9,Crawfor,house,Normal|WD,0,-0.1850426668793364,-0.2209821428571428,2009,2,Norm,5
133900.0,24,OldTown,house,Normal|WD,0,0.1252100840336134,-0.0375685943436049,2007,2,Norm,6
204750.0,30,CollgCr,house,Normal|WD,0,0.0382860040567951,0.0078525,2007,2,Norm,6
185000.0,20,Gilbert,house,Normal|WD,0,0.0220994475138121,-0.0251001335113484,2009,2,Norm,6
214000.0,32,CollgCr,house,Normal|WD,0,0.0851926977687626,,2006,2,Norm,7
94750.0,17,Edwards,house,Normal|WD,0,-0.2217659137577002,-0.0769230769230769,2007,1,Norm,4
83000.0,11,Edwards,house,Abnorml|COD,1,-0.3182751540041068,-0.0446428571428571,2010,1,Norm,5
128950.0,33,NAmes,house,Normal|WD,0,-0.0789285714285714,0.0719424460431654,2010,0,Norm,4
205000.0,7,NWAmes,house,Normal|WD,0,0.1208310552214324,0.0621621621621621,2010,2,Norm,6
178000.0,13,SawyerW,house,Normal|WD,0,-0.0105614230127848,-0.0373174689021092,2010,2,Norm,6
118964.0,15,SawyerW,apartment,Alloca|WD,1,-0.3387215119510839,0.0318080357142857,2009,2,Norm,5
198900.0,13,CollgCr,house,Normal|WD,0,0.0086206896551724,0.0729166666666666,2010,3,Norm,7
169500.0,12,IDOTRR,house,Normal|WD,0,0.6456310679611651,0.0957746478873239,2007,1,Norm,7
250000.0,20,Somerst,house,Normal|WD,0,0.1086474501108647,-0.0010882110469909,2008,2,Norm,8
100000.0,24,OldTown,house,Normal|WD,0,-0.1596638655462184,-0.0375685943436049,2007,1,Norm,4
115000.0,25,OldTown,house,Partial|WD,1,-0.0336134453781512,0.1359649122807017,2008,1,Norm,5
115000.0,12,IDOTRR,house,Normal|WD,0,0.116504854368932,0.0957746478873239,2007,0,Artery,5
190000.0,7,NWAmes,house,Normal|COD,1,0.0388190267905959,0.0621621621621621,2010,2,Norm,6
136900.0,19,Edwards,house,Normal|WD,0,0.124435318275154,,2006,1,Norm,6
180000.0,6,Gilbert,house,Normal|WD,0,-0.005524861878453,0.0106820049301561,2010,2,Norm,7
383970.0,30,CollgCr,house,Partial|New,1,0.94710953346856,0.0078525,2007,3,Norm,7
217000.0,19,Crawfor,house,Abnorml|COD,1,0.0816253289736023,-0.0775908045977011,2007,2,Norm,6
259500.0,19,Crawfor,house,Normal|WD,0,0.2934643910997687,-0.0775908045977011,2007,1,Norm,6
176000.0,24,Somerst,house,Normal|WD,0,-0.2195121951219512,0.2154308617234469,2007,2,Norm,6
139000.0,11,Sawyer,house,Normal|WD,0,0.0296296296296296,0.0223880597014925,2009,1,Norm,5
155000.0,17,Edwards,house,Partial|New,1,0.2731006160164271,-0.0769230769230769,2007,2,Norm,5
320000.0,13,SawyerW,house,Normal|WD,0,0.7787659811006115,-0.0373174689021092,2010,3,Norm,7
163990.0,32,CollgCr,house,Partial|New,1,-0.1684077079107505,,2006,2,Norm,6
180000.0,6,ClearCr,house,Normal|WD,0,-0.1011235955056179,,2006,2,Norm,6
100000.0,12,IDOTRR,house,Normal|WD,0,-0.029126213592233,0.0957746478873239,2007,1,Norm,4
136000.0,50,NAmes,house,Normal|WD,0,-0.0285714285714285,0.0449640287769784,2008,1,Norm,6
153900.0,11,SawyerW,house,Normal|WD,0,-0.1445247359644246,-0.1384615384615384,2008,2,Norm,6
181000.0,21,NWAmes,house,Normal|WD,0,-0.0103881902679059,0.0511363636363636,2009,2,Norm,6
84500.0,7,IDOTRR,house,Normal|WD,0,-0.1796116504854369,,2006,0,Norm,6
128000.0,2,NPkVill,house,Normal|WD,0,-0.1232876712328767,,2007,2,Norm,6
87000.0,24,OldTown,house,Normal|WD,0,-0.2689075630252101,-0.0375685943436049,2007,0,Feedr,5
155000.0,44,NAmes,house,Normal|WD,0,0.1071428571428571,,2006,2,PosN,6
150000.0,44,NAmes,house,Abnorml|WD,1,0.0714285714285714,,2006,2,Norm,5
226000.0,44,NAmes,house,Normal|WD,0,0.6142857142857143,,2006,2,Norm,7
244000.0,20,Gilbert,house,Normal|WD,0,0.3480662983425414,-0.0251001335113484,2009,2,Norm,6
150750.0,53,NAmes,house,Normal|WD,0,0.0767857142857142,0.016453382084095,2007,2,Norm,5
220000.0,8,Timber,house,Normal|WD,0,-0.0370937739358792,-0.0292640314479143,2009,2,Norm,8
180000.0,17,Sawyer,house,Normal|WD,0,0.3333333333333333,,2006,2,Norm,5
174000.0,15,NWAmes,house,Normal|WD,0,-0.0486604702022963,-0.0042432814710042,2008,2,Norm,7
143000.0,53,NAmes,house,Normal|WD,0,0.0214285714285714,0.016453382084095,2007,1,Norm,5
171000.0,11,Mitchel,apartment,Family|WD,1,0.1140065146579804,,2006,3,Norm,7
230000.0,36,CollgCr,house,Normal|WD,0,0.1663286004056795,-0.0574017527366355,2008,3,Norm,8
231500.0,39,CollgCr,house,Normal|WD,0,0.1739350912778904,0.0105263157894736,2009,2,Norm,6
115000.0,33,NAmes,house,Normal|ConLI,1,-0.1785714285714285,0.0719424460431654,2010,0,Norm,4
260000.0,32,CollgCr,house,Normal|WD,0,0.3184584178498986,,2006,2,Norm,7
166000.0,33,NAmes,house,Normal|WD,0,0.1857142857142857,0.0719424460431654,2010,2,Artery,5
204000.0,39,CollgCr,house,Normal|WD,0,0.0344827586206896,0.0105263157894736,2009,2,Norm,7
125000.0,17,Sawyer,apartment,Abnorml|ConLI,1,-0.074074074074074,,2006,2,RRAe,5
130000.0,19,Edwards,house,Normal|WD,0,0.0677618069815195,,2006,2,Norm,6
105000.0,17,BrkSide,house,Normal|WD,0,-0.1552695092518101,0.0364372469635627,2009,1,Norm,5
222500.0,6,Gilbert,house,Normal|WD,0,0.2292817679558011,0.0106820049301561,2010,2,Norm,7
141000.0,11,SawyerW,house,Normal|WD,0,-0.2162312395775431,-0.1384615384615384,2008,0,Norm,7
115000.0,15,BrkSide,house,Normal|WD,0,-0.0748189863234111,,2006,1,Norm,5
122000.0,30,CollgCr,house,Normal|WD,0,-0.3813387423935091,0.0078525,2007,2,Norm,5
372402.0,12,NridgHt,house,Partial|New,1,0.1822285714285714,0.1648755905511811,2008,3,Norm,8
190000.0,18,NWAmes,house,Normal|WD,0,0.0388190267905959,,2006,2,Norm,6
235000.0,8,ClearCr,house,Normal|WD,0,0.1735330836454432,-0.0354767184035476,2008,2,Norm,6
125000.0,26,OldTown,house,Family|WD,1,0.0504201680672268,,2006,1,Norm,6
79000.0,26,Edwards,house,Normal|WD,0,-0.351129363449692,0.10625,2008,0,Artery,6
109500.0,44,NAmes,house,Normal|WD,0,-0.2178571428571428,,2006,2,Norm,5
269500.0,5,Timber,house,Partial|New,1,0.1795601269285479,-0.0330708661417322,2010,3,Norm,8
254900.0,8,Somerst,house,Normal|WD,0,0.1303769401330377,-0.1120263591433278,2010,2,Norm,7
320000.0,24,Gilbert,house,Partial|New,1,0.7679558011049724,,2006,2,Norm,7
162500.0,3,Veenker,house,Normal|WD,0,-0.2545871559633027,0.2654639175257732,2008,2,Norm,6
412500.0,12,NridgHt,house,Normal|WD,0,0.3095238095238095,0.1648755905511811,2008,3,Norm,9
220000.0,8,NridgHt,house,Partial|New,1,-0.3015873015873015,-0.0602836879432624,2010,2,Norm,7
103200.0,24,OldTown,house,Normal|WD,0,-0.1327731092436974,-0.0375685943436049,2007,0,Norm,4
152000.0,24,OldTown,house,Normal|WD,0,0.2773109243697479,-0.0375685943436049,2007,1,Norm,6
127500.0,26,Edwards,house,Normal|WD,0,0.0472279260780287,0.10625,2008,0,Norm,5
190000.0,4,ClearCr,house,Normal|COD,1,-0.0511860174781523,-0.2034482758620689,2009,1,Norm,5
325624.0,18,NridgHt,house,Partial|New,1,0.0337269841269841,0.0079365079365079,2007,3,Norm,8
183500.0,19,Gilbert,house,Normal|WD,0,0.0138121546961325,-0.0413633894622487,2007,2,Norm,7
228000.0,7,Timber,house,Normal|WD,0,-0.002079002079002,,2006,2,Norm,8
128500.0,24,OldTown,house,Normal|WD,0,0.0798319327731092,-0.0375685943436049,2007,2,Feedr,5
215000.0,33,NAmes,house,Normal|WD,0,0.5357142857142857,0.0719424460431654,2010,2,Norm,6
239000.0,6,StoneBr,house,Normal|WD,0,-0.1402877697841726,,2006,2,Norm,7
163000.0,50,NAmes,house,Normal|COD,1,0.1642857142857142,0.0449640287769784,2008,2,Norm,6
184000.0,7,Timber,house,Normal|WD,0,-0.1946602472918262,-0.0420502092050209,2008,2,Norm,6
243000.0,17,Edwards,house,Normal|WD,0,0.995893223819302,-0.0769230769230769,2007,2,Norm,6
211000.0,6,ClearCr,house,Normal|WD,0,0.0536828963795255,0.1868421052631579,2007,2,Norm,6
172500.0,17,Sawyer,house,Normal|WD,0,0.2777777777777778,,2006,2,Norm,5
501837.0,5,StoneBr,house,Partial|New,1,0.8051690647482015,0.1705263157894737,2009,3,Norm,9
100000.0,24,OldTown,house,Normal|WD,0,-0.1596638655462184,-0.0375685943436049,2007,2,Norm,5
177000.0,24,Somerst,house,Normal|WD,0,-0.2150776053215077,0.2154308617234469,2007,2,Norm,6
200100.0,11,Crawfor,house,Normal|WD,0,-0.0026118510248026,,2006,1,Norm,7
120000.0,17,Edwards,house,Normal|WD,0,-0.0143737166324435,-0.0769230769230769,2007,1,Artery,5
200000.0,25,OldTown,house,Normal|WD,0,0.680672268907563,0.1359649122807017,2008,2,Norm,7
127000.0,15,BrkSide,house,Normal|WD,0,0.0217216411906677,,2006,2,RRAn,5
475000.0,26,OldTown,house,Normal|WD,0,2.991596638655462,,2006,3,Artery,10
173000.0,13,Mitchel,house,Normal|WD,0,0.1270358306188925,-0.0030211480362537,2009,2,Norm,7
135000.0,24,OldTown,house,Normal|WD,0,0.134453781512605,-0.1525096525096525,2009,1,Norm,5
153337.0,15,SawyerW,apartment,Alloca|WD,1,-0.1476542523624235,0.0318080357142857,2009,2,Feedr,5
286000.0,4,StoneBr,house,Normal|WD,0,0.0287769784172661,-0.0537848605577689,2008,2,Norm,8
315000.0,19,Crawfor,house,Normal|WD,0,0.5701012839939389,-0.0775908045977011,2007,2,Norm,8
184000.0,53,NAmes,house,Normal|WD,0,0.3142857142857143,0.016453382084095,2007,2,Norm,7
192000.0,39,CollgCr,house,Normal|WD,0,-0.0263691683569979,0.0105263157894736,2009,2,Norm,7
130000.0,19,Edwards,house,Normal|WD,0,0.0677618069815195,,2006,2,Norm,7
127000.0,36,CollgCr,house,Normal|WD,0,-0.3559837728194726,-0.0574017527366355,2008,1,Norm,5
148500.0,4,NPkVill,house,Normal|WD,0,0.0171232876712328,0.0553571428571428,2009,2,Norm,6
311872.0,24,Somerst,house,Partial|New,1,0.3830243902439024,0.2154308617234469,2007,3,Norm,7
235000.0,44,NAmes,house,Abnorml|WD,1,0.6785714285714286,,2006,2,Artery,8
104000.0,24,OldTown,house,Abnorml|WD,1,-0.1260504201680672,-0.1525096525096525,2009,0,Norm,6
274900.0,22,NridgHt,house,Normal|WD,0,-0.1273015873015873,-0.2375246047024723,2009,3,Norm,8
140000.0,11,Edwards,house,Normal|WD,0,0.1498973305954825,-0.0446428571428571,2010,2,Norm,4
171500.0,10,Mitchel,house,Normal|WD,0,0.1172638436482084,0.2350746268656716,2008,2,Norm,6
112000.0,26,OldTown,house,Normal|COD,1,-0.0588235294117647,,2006,1,Artery,6
149000.0,36,CollgCr,house,Normal|WD,0,-0.2444219066937119,-0.0574017527366355,2008,2,Norm,6
110000.0,24,OldTown,house,Normal|WD,0,-0.0756302521008403,-0.1525096525096525,2009,1,Norm,5
180500.0,20,Gilbert,house,Normal|WD,0,-0.0027624309392265,-0.0251001335113484,2009,2,Norm,7
143900.0,17,Sawyer,house,Normal|WD,0,0.0659259259259259,-0.1456953642384106,2007,1,RRAe,5
141000.0,50,NAmes,house,Normal|WD,0,0.0071428571428571,0.0449640287769784,2008,1,Norm,4
277000.0,12,SawyerW,house,Normal|WD,0,0.5397443023902168,0.2458820005989817,2007,2,Norm,7
145000.0,50,NAmes,house,Normal|WD,0,0.0357142857142857,0.0449640287769784,2008,2,Norm,6
98000.0,26,Edwards,house,Normal|WD,0,-0.1950718685831622,0.10625,2008,0,Norm,5
186000.0,11,Edwards,house,Normal|WD,0,0.5277207392197125,-0.0446428571428571,2010,2,Norm,6
252678.0,18,Somerst,house,Partial|New,1,0.1205232815964523,0.068709010079669,2009,2,Norm,7
156000.0,32,CollgCr,house,Normal|WD,0,-0.2089249492900608,,2006,2,Norm,5
161750.0,13,CollgCr,house,Normal|WD,0,-0.1797667342799188,0.0729166666666666,2010,1,Norm,6
134450.0,44,NAmes,house,Normal|WD,0,-0.0396428571428571,,2006,1,Norm,5
210000.0,36,CollgCr,house,Normal|WD,0,0.0649087221095334,-0.0574017527366355,2008,2,Norm,7
107000.0,26,OldTown,house,Family|WD,1,-0.1008403361344537,,2006,1,Norm,4
311500.0,9,Crawfor,house,Normal|WD,0,0.552655714171784,0.1165164686179121,2008,2,Norm,7
167240.0,7,Blmngtn,house,Partial|New,1,-0.1243979057591623,,2006,2,Norm,7
204900.0,32,CollgCr,house,Partial|New,1,0.0390466531440162,,2006,2,Norm,7
200000.0,20,Gilbert,house,Normal|ConLI,1,0.1049723756906077,-0.0251001335113484,2009,2,Norm,6
179900.0,18,NWAmes,house,Normal|WD,0,-0.0164024056861673,,2006,2,RRAn,6
97000.0,45,NAmes,house,Abnorml|WD,1,-0.3071428571428571,-0.0430292598967297,2009,2,Norm,4
386250.0,22,NridgHt,house,Normal|WD,0,0.2261904761904762,-0.2375246047024723,2009,3,Norm,10
112000.0,4,BrDale,house,Abnorml|COD,1,0.0566037735849056,0.2532981530343008,2009,1,Norm,5
290000.0,11,NoRidge,house,Abnorml|WD,1,-0.0381426202321724,0.0785714285714285,2007,3,Norm,7
106000.0,4,BrDale,house,Normal|WD,0,0.0,-0.161504424778761,2008,1,Norm,6
125000.0,16,Sawyer,house,Normal|WD,0,-0.074074074074074,-0.0437956204379562,2010,1,Feedr,5
192500.0,5,Blmngtn,house,Normal|WD,0,0.0078534031413612,0.0025791191097051,2009,2,Norm,7
148000.0,33,NAmes,house,Normal|WD,0,0.0571428571428571,0.0719424460431654,2010,1,Norm,6
403000.0,8,NoRidge,house,Normal|WD,0,0.3366500829187396,0.0916463909164639,2009,3,Norm,8
94500.0,4,BrDale,house,Normal|WD,0,-0.1084905660377358,,2006,1,Norm,6
128200.0,13,CollgCr,house,Normal|WD,0,-0.3498985801217038,0.0729166666666666,2010,1,Norm,5
216500.0,6,Gilbert,house,Normal|WD,0,0.1961325966850828,0.0106820049301561,2010,2,Norm,6
89500.0,4,BrDale,house,Normal|WD,0,-0.1556603773584905,-0.161504424778761,2008,1,Norm,6
185500.0,13,CollgCr,house,Normal|WD,0,-0.0593306288032454,0.0729166666666666,2010,2,Norm,7
194500.0,13,SawyerW,house,Normal|WD,0,0.0811561978877154,-0.0373174689021092,2010,2,RRNe,7
318000.0,18,NridgHt,house,Partial|New,1,0.0095238095238095,0.0079365079365079,2007,3,Norm,8
113000.0,11,Edwards,house,Normal|WD,0,-0.0718685831622176,-0.0446428571428571,2010,1,Norm,6
262500.0,8,Somerst,house,Normal|WD,0,0.164079822616408,-0.1120263591433278,2010,2,Norm,8
110500.0,24,OldTown,house,Normal|WD,0,-0.0714285714285714,-0.0375685943436049,2007,0,Norm,5
79000.0,26,OldTown,house,Normal|WD,0,-0.3361344537815126,,2006,1,Norm,5
120000.0,15,SawyerW,house,Normal|WD,0,-0.3329627570872707,0.0318080357142857,2009,1,Norm,6
205000.0,13,SawyerW,house,Normal|WD,0,0.1395219566425792,-0.0373174689021092,2010,2,Norm,7
241500.0,18,NWAmes,house,Normal|WD,0,0.320393657736468,,2006,2,Norm,7
137000.0,26,OldTown,house,Normal|WD,0,0.1512605042016806,,2006,1,Norm,6
140000.0,44,NAmes,house,Normal|WD,0,0.0,,2006,2,Norm,6
180000.0,30,CollgCr,house,Normal|WD,0,-0.0872210953346856,0.0078525,2007,2,Norm,7
277000.0,6,ClearCr,house,Normal|WD,0,0.383270911360799,0.1868421052631579,2007,2,Norm,6
76500.0,2,BrkSide,house,Normal|WD,0,-0.3845534995977474,-0.24609375,2010,0,Norm,3
235000.0,19,Crawfor,house,Family|WD,1,0.1713454023446846,-0.0775908045977011,2007,2,Norm,8
173000.0,11,SawyerW,house,Normal|WD,0,-0.0383546414674819,-0.1384615384615384,2008,2,Norm,6
158000.0,53,NAmes,house,Normal|CWD,1,0.1285714285714285,0.016453382084095,2007,1,Norm,6
145000.0,33,NAmes,house,Normal|WD,0,0.0357142857142857,0.0719424460431654,2010,1,Norm,5
230000.0,24,Gilbert,house,Normal|WD,0,0.2707182320441988,,2006,2,Norm,7
207500.0,20,Somerst,house,Normal|WD,0,-0.0798226164079822,-0.0010882110469909,2008,2,Norm,6
220000.0,39,CollgCr,house,Abnorml|WD,1,0.1156186612576064,0.0105263157894736,2009,2,Norm,7
231500.0,36,CollgCr,house,Normal|WD,0,0.1739350912778904,-0.0574017527366355,2008,2,Norm,7
97000.0,25,OldTown,house,Normal|WD,0,-0.1848739495798319,0.1359649122807017,2008,1,Norm,5
176000.0,45,NAmes,house,Normal|WD,0,0.2571428571428571,-0.0430292598967297,2009,2,Artery,6
276000.0,30,CollgCr,house,Partial|New,1,0.3995943204868154,0.0078525,2007,3,Norm,8
151000.0,17,Sawyer,house,Normal|WD,0,0.1185185185185185,,2006,2,Norm,6
130000.0,14,OldTown,house,Normal|WD,0,0.0924369747899159,0.1298405466970387,2010,2,Norm,5
73000.0,25,OldTown,house,Normal|WD,0,-0.3865546218487395,0.1359649122807017,2008,2,Artery,5
175500.0,15,NWAmes,house,Normal|WD,0,-0.0404592673592126,-0.0042432814710042,2008,2,Norm,6
185000.0,24,Gilbert,house,Normal|WD,0,0.0220994475138121,,2006,2,Norm,6
179500.0,8,SWISU,house,Normal|WD,0,0.2867383512544803,-0.2736,2008,1,Norm,5
120500.0,7,IDOTRR,house,Normal|WD,0,0.1699029126213592,-0.2330762639245929,2008,1,Norm,5
